"STCOFIPS","STFIPS","COFIPS","GEO","ITEM","DATA"
"19063","19","063","Iowa\Emmet","Net cash farm income of operation (see text) \ Average per farm (dollars)",172151
"19067","19","067","Iowa\Floyd","Net cash farm income of operation (see text) \ Average per farm (dollars)",101474
"19069","19","069","Iowa\Franklin","Net cash farm income of operation (see text) \ Average per farm (dollars)",170361
"19073","19","073","Iowa\Greene","Net cash farm income of operation (see text) \ Average per farm (dollars)",137337
"19075","19","075","Iowa\Grundy","Net cash farm income of operation (see text) \ Average per farm (dollars)",173688
"19077","19","077","Iowa\Guthrie","Net cash farm income of operation (see text) \ Average per farm (dollars)",95957
"19079","19","079","Iowa\Hamilton","Net cash farm income of operation (see text) \ Average per farm (dollars)",194583
"19081","19","081","Iowa\Hancock","Net cash farm income of operation (see text) \ Average per farm (dollars)",175436
"19083","19","083","Iowa\Hardin","Net cash farm income of operation (see text) \ Average per farm (dollars)",220108
"19091","19","091","Iowa\Humboldt","Net cash farm income of operation (see text) \ Average per farm (dollars)",171678
"19099","19","099","Iowa\Jasper","Net cash farm income of operation (see text) \ Average per farm (dollars)",111528
"19109","19","109","Iowa\Kossuth","Net cash farm income of operation (see text) \ Average per farm (dollars)",193273
"19127","19","127","Iowa\Marshall","Net cash farm income of operation (see text) \ Average per farm (dollars)",124667
"19131","19","131","Iowa\Mitchell","Net cash farm income of operation (see text) \ Average per farm (dollars)",116769
"19147","19","147","Iowa\Palo Alto","Net cash farm income of operation (see text) \ Average per farm (dollars)",186511
"19151","19","151","Iowa\Pocahontas","Net cash farm income of operation (see text) \ Average per farm (dollars)",226218
"19153","19","153","Iowa\Polk","Net cash farm income of operation (see text) \ Average per farm (dollars)",85458
"19161","19","161","Iowa\Sac","Net cash farm income of operation (see text) \ Average per farm (dollars)",150713
"19169","19","169","Iowa\Story","Net cash farm income of operation (see text) \ Average per farm (dollars)",102635
"19187","19","187","Iowa\Webster","Net cash farm income of operation (see text) \ Average per farm (dollars)",160189
"19189","19","189","Iowa\Winnebago","Net cash farm income of operation (see text) \ Average per farm (dollars)",139418
"19195","19","195","Iowa\Worth","Net cash farm income of operation (see text) \ Average per farm (dollars)",120148
"19197","19","197","Iowa\Wright","Net cash farm income of operation (see text) \ Average per farm (dollars)",190765
"19015","19","015","Iowa\Boone","Principal operator by primary occupation \ Farming (number)",466
"19021","19","021","Iowa\Buena Vista","Principal operator by primary occupation \ Farming (number)",560
"19023","19","023","Iowa\Butler","Principal operator by primary occupation \ Farming (number)",562
"19025","19","025","Iowa\Calhoun","Principal operator by primary occupation \ Farming (number)",435
"19027","19","027","Iowa\Carroll","Principal operator by primary occupation \ Farming (number)",607
"19033","19","033","Iowa\Cerro Gordo","Principal operator by primary occupation \ Farming (number)",460
"19041","19","041","Iowa\Clay","Principal operator by primary occupation \ Farming (number)",415
"19049","19","049","Iowa\Dallas","Principal operator by primary occupation \ Farming (number)",437
"19059","19","059","Iowa\Dickinson","Principal operator by primary occupation \ Farming (number)",256
"19063","19","063","Iowa\Emmet","Principal operator by primary occupation \ Farming (number)",304
"19067","19","067","Iowa\Floyd","Principal operator by primary occupation \ Farming (number)",489
"19069","19","069","Iowa\Franklin","Principal operator by primary occupation \ Farming (number)",463
"19073","19","073","Iowa\Greene","Principal operator by primary occupation \ Farming (number)",474
"19075","19","075","Iowa\Grundy","Principal operator by primary occupation \ Farming (number)",415
"19077","19","077","Iowa\Guthrie","Principal operator by primary occupation \ Farming (number)",442
"19079","19","079","Iowa\Hamilton","Principal operator by primary occupation \ Farming (number)",431
"19081","19","081","Iowa\Hancock","Principal operator by primary occupation \ Farming (number)",585
"19083","19","083","Iowa\Hardin","Principal operator by primary occupation \ Farming (number)",443
"19091","19","091","Iowa\Humboldt","Principal operator by primary occupation \ Farming (number)",301
"19099","19","099","Iowa\Jasper","Principal operator by primary occupation \ Farming (number)",580
"19109","19","109","Iowa\Kossuth","Principal operator by primary occupation \ Farming (number)",909
"19127","19","127","Iowa\Marshall","Principal operator by primary occupation \ Farming (number)",530
"19131","19","131","Iowa\Mitchell","Principal operator by primary occupation \ Farming (number)",593
"19147","19","147","Iowa\Palo Alto","Principal operator by primary occupation \ Farming (number)",477
"19151","19","151","Iowa\Pocahontas","Principal operator by primary occupation \ Farming (number)",534
"19153","19","153","Iowa\Polk","Principal operator by primary occupation \ Farming (number)",398
"19161","19","161","Iowa\Sac","Principal operator by primary occupation \ Farming (number)",493
"19169","19","169","Iowa\Story","Principal operator by primary occupation \ Farming (number)",474
"19187","19","187","Iowa\Webster","Principal operator by primary occupation \ Farming (number)",621
"19189","19","189","Iowa\Winnebago","Principal operator by primary occupation \ Farming (number)",337
"19195","19","195","Iowa\Worth","Principal operator by primary occupation \ Farming (number)",349
"19197","19","197","Iowa\Wright","Principal operator by primary occupation \ Farming (number)",475
"19015","19","015","Iowa\Boone","Principal operator by primary occupation \ Other (number)",472
"19021","19","021","Iowa\Buena Vista","Principal operator by primary occupation \ Other (number)",298
"19023","19","023","Iowa\Butler","Principal operator by primary occupation \ Other (number)",534
"19025","19","025","Iowa\Calhoun","Principal operator by primary occupation \ Other (number)",391
"19027","19","027","Iowa\Carroll","Principal operator by primary occupation \ Other (number)",458
"19033","19","033","Iowa\Cerro Gordo","Principal operator by primary occupation \ Other (number)",320
"19041","19","041","Iowa\Clay","Principal operator by primary occupation \ Other (number)",305
"19049","19","049","Iowa\Dallas","Principal operator by primary occupation \ Other (number)",564
"19059","19","059","Iowa\Dickinson","Principal operator by primary occupation \ Other (number)",185
"19063","19","063","Iowa\Emmet","Principal operator by primary occupation \ Other (number)",171
"19067","19","067","Iowa\Floyd","Principal operator by primary occupation \ Other (number)",455
"19069","19","069","Iowa\Franklin","Principal operator by primary occupation \ Other (number)",390
"19073","19","073","Iowa\Greene","Principal operator by primary occupation \ Other (number)",306
"19075","19","075","Iowa\Grundy","Principal operator by primary occupation \ Other (number)",322
"19077","19","077","Iowa\Guthrie","Principal operator by primary occupation \ Other (number)",387
"19079","19","079","Iowa\Hamilton","Principal operator by primary occupation \ Other (number)",330
"19081","19","081","Iowa\Hancock","Principal operator by primary occupation \ Other (number)",304
"19083","19","083","Iowa\Hardin","Principal operator by primary occupation \ Other (number)",376
"19091","19","091","Iowa\Humboldt","Principal operator by primary occupation \ Other (number)",273
"19099","19","099","Iowa\Jasper","Principal operator by primary occupation \ Other (number)",518
"19109","19","109","Iowa\Kossuth","Principal operator by primary occupation \ Other (number)",440
"19127","19","127","Iowa\Marshall","Principal operator by primary occupation \ Other (number)",352
"19131","19","131","Iowa\Mitchell","Principal operator by primary occupation \ Other (number)",310
"19147","19","147","Iowa\Palo Alto","Principal operator by primary occupation \ Other (number)",397
"19151","19","151","Iowa\Pocahontas","Principal operator by primary occupation \ Other (number)",208
"19153","19","153","Iowa\Polk","Principal operator by primary occupation \ Other (number)",375
"19161","19","161","Iowa\Sac","Principal operator by primary occupation \ Other (number)",421
"19169","19","169","Iowa\Story","Principal operator by primary occupation \ Other (number)",492
"19187","19","187","Iowa\Webster","Principal operator by primary occupation \ Other (number)",347
"19189","19","189","Iowa\Winnebago","Principal operator by primary occupation \ Other (number)",305
"19195","19","195","Iowa\Worth","Principal operator by primary occupation \ Other (number)",291
"19197","19","197","Iowa\Wright","Principal operator by primary occupation \ Other (number)",300
"19015","19","015","Iowa\Boone","Principal operator by days worked off farm \ Any (number)",590
"19021","19","021","Iowa\Buena Vista","Principal operator by days worked off farm \ Any (number)",418
"19023","19","023","Iowa\Butler","Principal operator by days worked off farm \ Any (number)",670
"19025","19","025","Iowa\Calhoun","Principal operator by days worked off farm \ Any (number)",402
"19027","19","027","Iowa\Carroll","Principal operator by days worked off farm \ Any (number)",588
"19033","19","033","Iowa\Cerro Gordo","Principal operator by days worked off farm \ Any (number)",446
"19041","19","041","Iowa\Clay","Principal operator by days worked off farm \ Any (number)",400
"19049","19","049","Iowa\Dallas","Principal operator by days worked off farm \ Any (number)",656
"19059","19","059","Iowa\Dickinson","Principal operator by days worked off farm \ Any (number)",223
"19063","19","063","Iowa\Emmet","Principal operator by days worked off farm \ Any (number)",237
"19067","19","067","Iowa\Floyd","Principal operator by days worked off farm \ Any (number)",557
"19069","19","069","Iowa\Franklin","Principal operator by days worked off farm \ Any (number)",504
"19073","19","073","Iowa\Greene","Principal operator by days worked off farm \ Any (number)",392
"19075","19","075","Iowa\Grundy","Principal operator by days worked off farm \ Any (number)",426
"19077","19","077","Iowa\Guthrie","Principal operator by days worked off farm \ Any (number)",435
"19079","19","079","Iowa\Hamilton","Principal operator by days worked off farm \ Any (number)",426
"19081","19","081","Iowa\Hancock","Principal operator by days worked off farm \ Any (number)",461
"19083","19","083","Iowa\Hardin","Principal operator by days worked off farm \ Any (number)",490
"19091","19","091","Iowa\Humboldt","Principal operator by days worked off farm \ Any (number)",370
"19099","19","099","Iowa\Jasper","Principal operator by days worked off farm \ Any (number)",604
"19109","19","109","Iowa\Kossuth","Principal operator by days worked off farm \ Any (number)",650
"19127","19","127","Iowa\Marshall","Principal operator by days worked off farm \ Any (number)",518
"19131","19","131","Iowa\Mitchell","Principal operator by days worked off farm \ Any (number)",485
"19147","19","147","Iowa\Palo Alto","Principal operator by days worked off farm \ Any (number)",487
"19151","19","151","Iowa\Pocahontas","Principal operator by days worked off farm \ Any (number)",348
"19153","19","153","Iowa\Polk","Principal operator by days worked off farm \ Any (number)",406
"19161","19","161","Iowa\Sac","Principal operator by days worked off farm \ Any (number)",522
"19169","19","169","Iowa\Story","Principal operator by days worked off farm \ Any (number)",585
"19187","19","187","Iowa\Webster","Principal operator by days worked off farm \ Any (number)",487
"19189","19","189","Iowa\Winnebago","Principal operator by days worked off farm \ Any (number)",373
"19195","19","195","Iowa\Worth","Principal operator by days worked off farm \ Any (number)",351
"19197","19","197","Iowa\Wright","Principal operator by days worked off farm \ Any (number)",365
"19015","19","015","Iowa\Boone","Principal operator by days worked off farm \ 200 days or more (number)",393
"19021","19","021","Iowa\Buena Vista","Principal operator by days worked off farm \ 200 days or more (number)",226
"19023","19","023","Iowa\Butler","Principal operator by days worked off farm \ 200 days or more (number)",455
"19025","19","025","Iowa\Calhoun","Principal operator by days worked off farm \ 200 days or more (number)",250
